Imagen|Tipos de Daño|Piezas del Vehículo|Sugerencia|
932.jpg|Abolladura|Capó |Reparar|
933.jpg|Rayón|Parachoques delantero|Reparar|
933.jpg|Rayón|Guardabarros delantero izquierdo |Reparar|
934.jpg|Fractura|Rueda |Reemplazar|
935.jpg|Rayón|Parachoques delantero|Reparar|
936.jpg|Abolladura|Parachoques delantero|Reparar|
937.jpg|Fractura|Parachoques trasero|Reparar|
938.jpg|Rotura|Parachoques delantero|Reparar|
938.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
938.jpg|Rotura|Faros izquierdo|Reemplazar|
939.jpg|Abolladura|Puerta trasera izquierda|Reparar|
939.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
940.jpg|Rotura|Parabrisas delantero|Reemplazar|
941.jpg|Fractura|Parachoques delantero|Reparar|
942.jpg|Rayón|Guardabarros trasero izquierdo|Reparar|
943.jpg|Rotura|Faros derecho|Reemplazar|
943.jpg|Desprendimiento|Parachoques delantero|Reemplazar|
943.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
944.jpg|Rotura|Rueda |Reparar|
944.jpg|Abolladura|Puerta delantera derecha|Reparar|
944.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
945.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
945.jpg|Rotura|Luz trasera izquierdo|Reemplazar|
945.jpg|Rayón|Parachoques trasero|Reparar|
946.jpg|Rotura|Parabrisas delantero|Reemplazar|
947.jpg|Rotura|Rueda |Reparar|
948.jpg|Rotura|Faros izquierdo|Reemplazar|
948.jpg|Fractura|Parachoques delantero|Reparar|
948.jpg|Abolladura|Capó |Reparar|
948.jpg|Abolladura|Rejilla, parrilla|Reparar|
948.jpg|Rotura|Antiniebla delantero derecho|Reemplazar|
949.jpg|Fractura|Guardabarros delantero izquierdo |Reparar|
950.jpg|Rotura|Parabrisas delantero|Reemplazar|
951.jpg|Rotura|Faros derecho|Reemplazar|
951.jpg|Desprendimiento|Parachoques delantero|Reparar|
951.jpg|Deformación|Guardabarros delantero derecho |Reparar|
951.jpg|Abolladura|Capó |Reparar|
951.jpg|Abolladura|Puerta delantera derecha|Reparar|
952.jpg|Rayón|Parachoques delantero|Reparar|
953.jpg|Rotura|Parachoques delantero|Reparar|
954.jpg|Rotura|Parachoques delantero|Reemplazar|
954.jpg|Abolladura|Capó |Reparar|
955.jpg|Rotura|Luz trasera izquierdo|Reemplazar|
956.jpg|Rotura|Luz trasera izquierdo|Reemplazar|
957.jpg|Rotura|Faros izquierdo|Reemplazar|
957.jpg|Fractura|Parachoques delantero|Reparar|
957.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
957.jpg|Abolladura|Capó |Reparar|
957.jpg|Rotura|Antiniebla delantero derecho|Reemplazar|
958.jpg|Fractura|Parachoques delantero|Reemplazar|
959.jpg|Rotura|Faros derecho|Reemplazar|
960.jpg|Abolladura|Puerta delantera izquierda|Reparar|
961.jpg|Abolladura|Marco de las puertas|Reparar|
962.jpg|Abolladura|Marco de las puertas|Reparar|
963.jpg|Abolladura|Puerta trasera derecha|Reparar|
963.jpg|Abolladura|Moldura puerta delantera derecha|Reparar|
963.jpg|Abolladura|Marco de las puertas|Reparar|
964.jpg|Deformación|Guardabarros trasero derecho|Reparar|
964.jpg|Fractura|Parachoques trasero|Reparar|
964.jpg|Rotura|Luz trasera izquierdo|Reemplazar|
965.jpg|Rayón|Parachoques delantero|Reparar|
966.jpg|Rotura|Parabrisas delantero|Reemplazar|
967.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
968.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
969.jpg|Rayón|Parachoques delantero|Reparar|
970.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
970.jpg|Desprendimiento|Luz indicadora delantera derecha|Reemplazar|
970.jpg|Rayón|Puerta delantera derecha|Reparar|
971.jpg|Abolladura|Guardabarros trasero derecho|Reparar|
971.jpg|Fractura|Puerta trasera derecha|Reparar|
971.jpg|Rotura|Manija derecha|Reparar|
972.jpg|Rayón|Guardabarros trasero derecho|Reparar|
973.jpg|Fractura|Parachoques trasero|Reparar|
974.jpg|Rotura|Luz trasera derecho|Reemplazar|
975.jpg|Rayón|Parachoques delantero|Reparar|
976.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
976.jpg|Abolladura|Puerta delantera derecha|Reparar|
976.jpg|Abolladura|Marco de las puertas|Reparar|
977.jpg|Rotura|Luz trasera derecho|Reemplazar|
977.jpg|Abolladura|Guardabarros trasero derecho|Reparar|
978.jpg|Rayón|Guardabarros trasero derecho|Reparar|
978.jpg|Rayón|Puerta trasera derecha|Reparar|
979.jpg|Rayón|Guardabarros trasero izquierdo|Reparar|
980.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
980.jpg|Rotura|Parabrisas trasero|Reparar|
981.jpg|Deformación|Parachoques delantero|Reemplazar|
981.jpg|Rotura|Faros derecho|Reemplazar|
981.jpg|Deformación|Capó |Reemplazar|
981.jpg|Deformación|Guardabarros delantero derecho |Reemplazar|
981.jpg|Abolladura|Rejilla, parrilla|Reemplazar|
982.jpg|Rayón|Parachoques delantero|Reparar|
983.jpg|Rotura|Luz trasera izquierdo|Reemplazar|
984.jpg|Rotura|Rueda |Reparar|
985.jpg|Rayón|Parachoques delantero|Reparar|
986.jpg|Abolladura|Parachoques trasero|Reparar|
987.jpg|Rotura|Parabrisas trasero|Reemplazar|
988.jpg|Rotura|Parachoques delantero|Reemplazar|
989.jpg|Abolladura|Parachoques delantero|Reemplazar|
990.jpg|Rotura|Ventanilla delantera izquierda|Reemplazar|
991.jpg|Rayón|Parachoques trasero|Reemplazar|
992.jpg|Abolladura|Puerta trasera izquierda|Reparar|
993.jpg|Rayón|Parachoques delantero|Reparar|
994.jpg|Rotura|Parachoques delantero|Reparar|
995.jpg|Rotura|Faros derecho|Reemplazar|
996.jpg|Rotura|Parabrisas delantero|Reemplazar|
997.jpg|Abolladura|Guardabarros trasero derecho|Reparar|
998.jpg|Abolladura|Puerta delantera derecha|Reparar|
999.jpg|Rayón|Parachoques delantero|Reparar|
1000.jpg|Rayón|Parachoques delantero|Reparar|
1001.jpg|Fractura|Parachoques trasero|Reparar|
1001.jpg|Abolladura|Maletero|Reparar|
1001.jpg|Rotura|Luz trasera izquierdo|Reemplazar|
1002.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1003.jpg|Rayón|Faros derecho|Reemplazar|
1003.jpg|Desprendimiento|Parachoques delantero|Reemplazar|
1004.jpg|Rayón|Parachoques trasero|Reparar|
1004.jpg|Fractura|Luz trasera derecho|Reemplazar|
1005.jpg|Abolladura|Parachoques trasero|Reparar|
1006.jpg|Rayón|Guardabarros trasero derecho|Reparar|
1007.jpg|Abolladura|Puerta trasera izquierda|Reparar|
1008.jpg|Desprendimiento|Parachoques trasero|Reemplazar|
1009.jpg|Rayón|Parachoques delantero|Reparar|
1010.jpg|Rotura|Faros derecho|Reemplazar|
1011.jpg|Rayón|Parachoques delantero|Reparar|
1012.jpg|Rayón|Parachoques delantero|Reparar|
1013.jpg|Abolladura|Marco de las puertas|Reparar|
1014.jpg|Rayón|Parachoques delantero|Reparar|
1014.jpg|Rotura|Luz indicadora trasera derecha|Reemplazar|
1015.jpg|Abolladura|Parachoques trasero|Reparar|
1015.jpg|Abolladura|Maletero|Reparar|
1016.jpg|Rayón|Parachoques trasero|Reparar|
1017.jpg|Desprendimiento|Parachoques trasero|Reemplazar|
1017.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1017.jpg|Abolladura|Maletero|Reparar|
1017.jpg|Rotura|Luz trasera izquierdo|Reemplazar|
1018.jpg|Rayón|Guardabarros trasero izquierdo|Reparar|
1019.jpg|Rayón|Guardabarros trasero izquierdo|Reparar|
1020.jpg|Rotura|Parabrisas delantero|Reemplazar|
1021.jpg|Rotura|Parachoques trasero|Reparar|
1022.jpg|Deformación|Guardabarros trasero izquierdo|Reparar|
1023.jpg|Rotura|Rueda |Reemplazar|
1024.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1025.jpg|Rotura|Parabrisas delantero|Reemplazar|
1026.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1027.jpg|Rotura|Parabrisas delantero|Reemplazar|
1028.jpg|Abolladura|Guardabarros trasero derecho|Reparar|
1029.jpg|Rayón|Parachoques delantero|Reparar|
1029.jpg|Rotura|Faros derecho|Reemplazar|
1030.jpg|Rayón|Parachoques delantero|Reparar|
1031.jpg|Rotura|Rueda |Reemplazar|
1032.jpg|Rotura|Ventana delantera izquierda|Reemplazar|
1033.jpg|Rotura|Faros derecho|Reemplazar|
1033.jpg|Abolladura|Parachoques delantero|Reparar|
1033.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1033.jpg|Rotura|Rueda |Reemplazar|
1034.jpg|Deformación|Guardabarros delantero derecho |Reparar|
1034.jpg|Rotura|Faros izquierdo|Reemplazar|
1035.jpg|Rotura|Faros izquierdo|Reemplazar|
1035.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1036.jpg|Rotura|Rueda |Reparar|
1037.jpg|Rotura|Parabrisas trasero|Reemplazar|
1038.jpg|Rotura|Parachoques delantero|Reemplazar|
1038.jpg|Rotura|Faros izquierdo|Reemplazar|
1038.jpg|Deformación|Guardabarros delantero izquierdo |Reparar|
1039.jpg|Rayón|Parachoques trasero|Reparar|
1040.jpg|Rotura|Marco de las puertas|Reparar|
1040.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1040.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1041.jpg|Rotura|Parabrisas delantero|Reemplazar|
1042.jpg|Rotura|Rueda |Reparar|
1043.jpg|Rayón|Parachoques delantero|Reparar|
1044.jpg|Rotura|Luz trasera izquierdo|Reemplazar|
1044.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1045.jpg|Abolladura|Parachoques trasero|Reparar|
1046.jpg|Rotura|Espejo lateral derecho|Reemplazar|
1046.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1046.jpg|Rotura|Luz indicadora delantera derecha|Reemplazar|
1047.jpg|Rayón|Parachoques trasero|Reparar|
1048.jpg|Rotura|Rueda |Reparar|
1048.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1048.jpg|Desprendimiento|Puerta delantera izquierda|Reemplazar|
1048.jpg|Abolladura|Marco de las puertas|Reparar|
1049.jpg|Rotura|Parabrisas delantero|Reemplazar|
1050.jpg|Rotura|Rueda |Reparar|
1051.jpg|Rayón|Parachoques trasero|Reparar|
1052.jpg|Abolladura|Parachoques trasero|Reparar|
1052.jpg|Abolladura|Maletero|Reparar|
1052.jpg|Rotura|Luz trasera izquierdo|Reemplazar|
1053.jpg|Rayón|Parachoques delantero|Reparar|
1054.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1054.jpg|Rotura|Espejo lateral izquierdo|Reemplazar|
1054.jpg|Deformación|Capó |Reemplazar|
1054.jpg|Rotura|Ventanilla trasera izquierda      |Reemplazar|
1055.jpg|Deformación|Puerta trasera izquierda|Reemplazar|
1055.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1056.jpg|Desprendimiento|Parachoques delantero|Reemplazar|
1056.jpg|Abolladura|Capó |Reparar|
1057.jpg|Rayón|Parachoques delantero|Reparar|
1057.jpg|Rotura|Luz indicadora delantera izquierda|Reemplazar|
1058.jpg|Rotura|Parabrisas delantero|Reemplazar|
1059.jpg|Rotura|Parabrisas delantero|Reemplazar|
1060.jpg|Rayón|Puerta trasera izquierda|Reparar|
1061.jpg|Rayón|Parachoques delantero|Reparar|
1062.jpg|Rotura|Parachoques delantero|Reparar|
1062.jpg|Rotura|Faros derecho|Reemplazar|
1062.jpg|Rotura|Faros izquierdo|Reemplazar|
1062.jpg|Desprendimiento|Rejilla, parrilla|Reparar|
1062.jpg|Rotura|Parabrisas delantero|Reemplazar|
1063.jpg|Rotura|Parabrisas delantero|Reemplazar|
1064.jpg|Rayón|Parachoques trasero|Reparar|
1065.jpg|Rayón|Parachoques delantero|Reparar|
1066.jpg|Rotura|Parabrisas delantero|Reemplazar|
1066.jpg|Abolladura|Techo |Reparar|
1066.jpg|Abolladura|Marco de la ventana|Reparar|
1067.jpg|Rotura|Parabrisas delantero|Reemplazar|
1068.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1068.jpg|Desprendimiento|Moldura puerta delantera derecha|Reemplazar|
1069.jpg|Abolladura|Parachoques delantero|Reparar|
1069.jpg|Rotura|Faros derecho|Reemplazar|
1070.jpg|Rayón|Parachoques delantero|Reparar|
1071.jpg|Rotura|Luz trasera derecho|Reemplazar|
1072.jpg|Rotura|Parabrisas delantero|Reemplazar|
1073.jpg|Rayón|Parachoques delantero|Reparar|
1074.jpg|Deformación|Guardabarros delantero izquierdo |Reemplazar|
1074.jpg|Rotura|Faros izquierdo|Reemplazar|
1075.jpg|Rayón|Guardabarros delantero izquierdo |Reparar|
1075.jpg|Rayón|Puerta delantera izquierda|Reparar|
1076.jpg|Rotura|Rueda |Reparar|
1077.jpg|Rotura|Parabrisas delantero|Reemplazar|
1078.jpg|Rotura|Rueda |Reparar|
1079.jpg|Rotura|Luz trasera derecho|Reemplazar|
1079.jpg|Rayón|Parachoques trasero|Reparar|
1080.jpg|Abolladura|Parachoques trasero|Reparar|
1081.jpg|Rayón|Parachoques delantero|Reparar|
1082.jpg|Rotura|Faros izquierdo|Reemplazar|
1082.jpg|Deformación|Parachoques delantero|Reparar|
1082.jpg|Deformación|Guardabarros delantero izquierdo |Reparar|
1082.jpg|Abolladura|Capó |Reparar|
1083.jpg|Rayón|Parachoques trasero|Reparar|
1083.jpg|Rayón|Guardabarros trasero izquierdo|Reparar|
1084.jpg|Rotura|Luz trasera derecho|Reemplazar|
1085.jpg|Rayón|Parachoques delantero|Reparar|
1086.jpg|Rotura|Faros izquierdo|Reemplazar|
1086.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1086.jpg|Abolladura|Parachoques delantero|Reparar|
1087.jpg|Rotura|Parabrisas delantero|Reemplazar|
1088.jpg|Desprendimiento|Parachoques delantero|Reemplazar|
1088.jpg|Rotura|Faros izquierdo|Reemplazar|
1088.jpg|Deformación|Guardabarros delantero izquierdo |Reparar|
1089.jpg|Rotura|Faros derecho|Reemplazar|
1089.jpg|Rotura|Parachoques delantero|Reparar|
1090.jpg|Abolladura|Parachoques trasero|Reparar|
1091.jpg|Rayón|Parachoques delantero|Reparar|
1092.jpg|Rayón|Parachoques delantero|Reparar|
1093.jpg|Rayón|Parachoques delantero|Reparar|
1094.jpg|Rayón|Guardabarros delantero izquierdo |Reparar|
1095.jpg|Rotura|Ventana trasera derecha|Reemplazar|
1096.jpg|Abolladura|Capó |Reparar|
1096.jpg|Rotura|Faros derecho|Reemplazar|
1097.jpg|Rayón|Parachoques delantero|Reparar|
1098.jpg|Rotura|Parabrisas delantero|Reemplazar|
1099.jpg|Deformación|Puerta delantera izquierda|Reemplazar|
1099.jpg|Abolladura|Marco de las puertas|Reparar|
1099.jpg|Abolladura|Puerta trasera izquierda|Reparar|
1100.jpg|Rotura|Faros izquierdo|Reemplazar|
1100.jpg|Abolladura|Parachoques delantero|Reparar|
1100.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1101.jpg|Rotura|Parabrisas trasero|Reemplazar|
1102.jpg|Rotura|Parabrisas trasero|Reemplazar|
1102.jpg|Desprendimiento|Parachoques delantero|Reemplazar|
1102.jpg|Rotura|Faros derecho|Reemplazar|
1102.jpg|Rotura|Guardabarros delantero derecho |Reemplazar|
1103.jpg|Rotura|Parabrisas delantero|Reemplazar|
1104.jpg|Rotura|Parabrisas delantero|Reemplazar|
1105.jpg|Rotura|Luz trasera izquierdo|Reemplazar|
1105.jpg|Rayón|Parachoques trasero|Reparar|
1106.jpg|Rotura|Faros derecho|Reemplazar|
1107.jpg|Rayón|Parachoques delantero|Reparar|
1108.jpg|Desprendimiento|Rueda |Reemplazar|
1108.jpg|Desprendimiento|Parachoques delantero|Reemplazar|
1108.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1108.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1109.jpg|Rotura|Faros derecho|Reemplazar|
1109.jpg|Rotura|Parachoques delantero|Reparar|
1110.jpg|Fractura|Parachoques trasero|Reparar|
1110.jpg|Abolladura|Guardabarros trasero derecho|Reparar|
1111.jpg|Abolladura|Parachoques trasero|Reparar|
1112.jpg|Rotura|Faros izquierdo|Reemplazar|
1112.jpg|Desprendimiento|Parachoques delantero|Reparar|
1112.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1113.jpg|Rayón|Parachoques trasero|Reparar|
1114.jpg|Rotura|Faros derecho|Reemplazar|
1114.jpg|Rotura|Parachoques delantero|Reparar|
1115.jpg|Rayón|Parachoques delantero|Reparar|
1116.jpg|Rotura|Faros izquierdo|Reemplazar|
1116.jpg|Rayón|Parachoques delantero|Reparar|
1117.jpg|Rotura|Faros derecho|Reemplazar|
1117.jpg|Rayón|Parachoques delantero|Reparar|
1118.jpg|Rayón|Guardabarros delantero izquierdo |Reparar|
1118.jpg|Rayón|Puerta trasera izquierda|Reparar|
1119.jpg|Abolladura|Parachoques delantero|Reparar|
1120.jpg|Abolladura|Parachoques delantero|Reparar|
1121.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1121.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1122.jpg|Abolladura|Parachoques trasero|Reparar|
1123.jpg|Abolladura|Parachoques trasero|Reparar|
1124.jpg|Rotura|Faros derecho|Reemplazar|
1124.jpg|Rotura|Parachoques delantero|Reparar|
1125.jpg|Rayón|Guardabarros delantero derecho |Reparar|
1125.jpg|Rayón|Puerta delantera derecha|Reparar|
1126.jpg|Abolladura|Techo |Reparar|
1126.jpg|Abolladura|Marco de la ventana|Reparar|
1127.jpg|Rayón|Parachoques delantero|Reparar|
1127.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1127.jpg|Rayón|Guardabarros delantero derecho |Reparar|
1128.jpg|Rayón|Guardabarros delantero derecho |Reparar|
1129.jpg|Abolladura|Puerta delantera derecha|Reparar|
1130.jpg|Rayón|Parachoques trasero|Reparar|
1131.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1132.jpg|Rayón|Parachoques delantero|Reparar|
1133.jpg|Abolladura|Maletero|Reparar|
1134.jpg|Rotura|Rueda |Reparar|
1135.jpg|Fractura|Parachoques delantero|Reparar|
1136.jpg|Deformación|Puerta trasera izquierda|Reemplazar|
1136.jpg|Deformación|Marco de las puertas|Reparar|
1136.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1137.jpg|Rayón|Guardabarros trasero izquierdo|Reparar|
1138.jpg|Rayón|Parachoques trasero|Reparar|
1139.jpg|Abolladura|Maletero|Reparar|
1140.jpg|Rotura|Faros derecho|Reemplazar|
1140.jpg|Rotura|Parachoques delantero|Reparar|
1141.jpg|Rotura|Ventana delantera derecha|Reemplazar|
1142.jpg|Rotura|Rueda |Reparar|
1143.jpg|Rotura|Parachoques trasero|Reparar|
1143.jpg|Rotura|Guardabarros trasero derecho|Reparar|
1144.jpg|Abolladura|Puerta trasera derecha|Reparar|
1144.jpg|Abolladura|Puerta delantera derecha|Reparar|
1145.jpg|Rotura|Parabrisas delantero|Reemplazar|
1145.jpg|Deformación|Guardabarros delantero derecho |Reparar|
1145.jpg|Abolladura|Puerta delantera derecha|Reparar|
1146.jpg|Rayón|Puerta trasera izquierda|Reparar|
1147.jpg|Fractura|Parabrisas trasero|Reemplazar|
1148.jpg|Fractura|Parabrisas delantero|Reemplazar|
1149.jpg|Fractura|Parabrisas delantero|Reemplazar|
1150.jpg|Fractura|Parachoques delantero|Reparar|
1151.jpg|Rayón|Puerta delantera derecha|Reparar|
1152.jpg|Fractura|Parabrisas delantero|Reemplazar|
1153.jpg|Fractura|Faros derecho|Reemplazar|
1153.jpg|Abolladura|Parachoques delantero|Reparar|
1153.jpg|Deformación|Guardabarros delantero derecho |Reparar|
1153.jpg|Abolladura|Capó |Reparar|
1154.jpg|Fractura|Parabrisas delantero|Reemplazar|
1155.jpg|Rayón|Guardabarros delantero derecho |Reparar|
1156.jpg|Abolladura|Parabrisas trasero|Reparar|
1157.jpg|Rayón|Guardabarros delantero izquierdo |Reparar|
1158.jpg|Abolladura|Guardabarros trasero derecho|Reparar|
1158.jpg|Rayón|Parabrisas trasero|Reparar|
1159.jpg|Fractura|Faros derecho|Reemplazar|
1160.jpg|Fractura|Rueda |Reparar|
1161.jpg|Fractura|Parabrisas delantero|Reemplazar|
1161.jpg|Fractura|Faros derecho|Reemplazar|
1161.jpg|Abolladura|Techo |Reparar|
1162.jpg|Fractura|Faros izquierdo|Reemplazar|
1163.jpg|Rayón|Guardabarros delantero izquierdo |Reparar|
1164.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1164.jpg|Abolladura|Puerta trasera izquierda|Reparar|
1165.jpg|Fractura|Parachoques trasero|Reparar|
1166.jpg|Fractura|Faros izquierdo|Reemplazar|
1166.jpg|Fractura|Parachoques delantero|Reparar|
1167.jpg|Rayón|Guardabarros delantero derecho |Reparar|
1168.jpg|Rayón|Parachoques delantero|Reparar|
1169.jpg|Abolladura|Parachoques trasero|Reparar|
1170.jpg|Fractura|Faros izquierdo|Reemplazar|
1170.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1171.jpg|Fractura|Faros izquierdo|Reparar|
1172.jpg|Rotura|Parachoques delantero|Reparar|
1173.jpg|Fractura|Parachoques delantero|Reparar|
1174.jpg|Fractura|Parabrisas delantero|Reemplazar|
1175.jpg|Rayón|Luz indicadora delantera izquierda|Reparar|
1176.jpg|Rayón|Parachoques delantero|Reparar|
1177.jpg|Fractura|Parachoques trasero|Reemplazar|
1178.jpg|Abolladura|Marco de la ventana|Reparar|
1179.jpg|Rayón|Parachoques trasero|Reparar|
1180.jpg|Rayón|Parachoques delantero|Reparar|
1181.jpg|Deformación|Capó |Reemplazar|
1181.jpg|Desprendimiento|Parachoques delantero|Reemplazar|
1181.jpg|Desprendimiento|Guardabarros delantero derecho |Reemplazar|
1182.jpg|Fractura|Faros derecho|Reemplazar|
1182.jpg|Fractura|Parachoques delantero|Reemplazar|
1182.jpg|Fractura|Parabrisas delantero|Reemplazar|
1183.jpg|Abolladura|Puerta trasera derecha|Reparar|
1184.jpg|Rayón|Guardabarros delantero derecho |Reparar|
1185.jpg|Rayón|Parachoques trasero|Reparar|
1186.jpg|Rayón|Parachoques delantero|Reparar|
1187.jpg|Fractura|Parabrisas trasero|Reemplazar|
1188.jpg|Fractura|Parabrisas delantero|Reemplazar|
1189.jpg|Fractura|Parachoques delantero|Reemplazar|
1189.jpg|Fractura|Faros izquierdo|Reemplazar|
1190.jpg|Fractura|Parabrisas delantero|Reemplazar|
1191.jpg|Fractura|Parabrisas delantero|Reemplazar|
1192.jpg|Fractura|Faros izquierdo|Reemplazar|
1193.jpg|Abolladura|Parachoques trasero|Reparar|
1193.jpg|Fractura|Luz indicadora trasera derecha|Reemplazar|
1194.jpg|Abolladura|Guardabarros trasero derecho|Reparar|
1194.jpg|Desprendimiento|Moldura puerta trasera derecha|Reemplazar|
1195.jpg|Fractura|Parachoques delantero|Reparar|
1196.jpg|Fractura|Parachoques delantero|Reparar|
1197.jpg|Fractura|Parabrisas trasero|Reemplazar|
1198.jpg|Deformación|Guardabarros delantero derecho |Reparar|
1199.jpg|Desprendimiento|Parachoques delantero|Reparar|
1199.jpg|Abolladura|Capó |Reparar|
1199.jpg|Fractura|Faros izquierdo|Reemplazar|
1200.jpg|Fractura|Parabrisas delantero|Reemplazar|
1201.jpg|Desprendimiento|Parachoques delantero|Reparar|
1202.jpg|Fractura|Rueda |Reparar|
1203.jpg|Rayón|Parabrisas trasero|Reparar|
1204.jpg|Fractura|Rueda |Reparar|
1204.jpg|Rayón|Parachoques delantero|Reparar|
1205.jpg|Fractura|Luz trasera izquierdo|Reemplazar|
1205.jpg|Abolladura|Parachoques trasero|Reparar|
1205.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1206.jpg|Rayón|Parachoques delantero|Reparar|
1207.jpg|Desprendimiento|Parachoques delantero|Reemplazar|
1208.jpg|Rayón|Parachoques trasero|Reparar|
1209.jpg|Rayón|Parachoques trasero|Reparar|
1210.jpg|Fractura|Parabrisas delantero|Reemplazar|
1211.jpg|Rayón|Puerta delantera derecha|Reparar|
1212.jpg|Fractura|Faros izquierdo|Reemplazar|
1212.jpg|Fractura|Parachoques delantero|Reparar|
1212.jpg|Abolladura|Capó |Reparar|
1212.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1213.jpg|Desprendimiento|Espejo lateral derecho|Reemplazar|
1213.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1213.jpg|Abolladura|Puerta delantera derecha|Reparar|
1213.jpg|Fractura|Luz indicadora delantera derecha|Reemplazar|
1214.jpg|Fractura|Luz trasera izquierdo|Reemplazar|
1215.jpg|Fractura|Parabrisas delantero|Reemplazar|
1216.jpg|Abolladura|Parachoques trasero|Reparar|
1216.jpg|Fractura|Luz trasera derecho|Reemplazar|
1217.jpg|Rayón|Parachoques delantero|Reparar|
1218.jpg|Fractura|Faros derecho|Reemplazar|
1218.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1218.jpg|Abolladura|Parachoques delantero|Reparar|
1219.jpg|Abolladura|Guardabarros delantero derecho |Reparar|
1219.jpg|Fractura|Faros derecho|Reparar|
1220.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1221.jpg|Rayón|Guardabarros delantero izquierdo |Reparar|
1222.jpg|Rayón|Parachoques delantero|Reparar|
1223.jpg|Rotura|Parachoques trasero|Reparar|
1224.jpg|Fractura|Faros derecho|Reemplazar|
1225.jpg|Fractura|Rueda |Reparar|
1226.jpg|Fractura|Rueda |Reparar|
1227.jpg|Abolladura|Parachoques delantero|Reparar|
1228.jpg|Fractura|Parabrisas delantero|Reemplazar|
1229.jpg|Fractura|Faros izquierdo|Reemplazar|
1229.jpg|Rayón|Parachoques delantero|Reparar|
1230.jpg|Fractura|Parabrisas delantero|Reemplazar|
1231.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1231.jpg|Abolladura|Puerta delantera izquierda|Reparar|
1232.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1233.jpg|Abolladura|Parachoques trasero|Reparar|
1234.jpg|Fractura|Luz trasera izquierdo|Reemplazar|
1234.jpg|Fractura|Parachoques trasero|Reparar|
1235.jpg|Fractura|Parabrisas delantero|Reemplazar|
1236.jpg|Fractura|Luz trasera derecho|Reemplazar|
1237.jpg|Fractura|Ventana trasera derecha|Reemplazar|
1238.jpg|Fractura|Parabrisas delantero|Reemplazar|
1239.jpg|Abolladura|Parachoques delantero|Reparar|
1239.jpg|Abolladura|Guardabarros delantero izquierdo |Reparar|
1240.jpg|Rayón|Guardabarros delantero derecho |Reparar|
1241.jpg|Abolladura|Puerta trasera derecha|Reparar|
1241.jpg|Abolladura|Guardabarros trasero derecho|Reparar|
1241.jpg|Abolladura|Marco de las puertas|Reparar|
1242.jpg|Fractura|Faros derecho|Reemplazar|
1242.jpg|Desprendimiento|Parachoques delantero|Reemplazar|
1242.jpg|Abolladura|Capó |Reparar|
1243.jpg|Abolladura|Guardabarros trasero derecho|Reparar|
1244.jpg|Fractura|Ventana trasera izquierda|Reemplazar|
1244.jpg|Abolladura|Puerta trasera izquierda|Reparar|
1245.jpg|Abolladura|Capó |Reparar|
1246.jpg|Abolladura|Guardabarros trasero izquierdo|Reparar|
1247.jpg|Abolladura|Puerta delantera derecha|Reparar|
